"","BIOCHEMICAL","SUPER.PATHWAY","SUB.PATHWAY","COMP.ID","PLATFORM","CHEMICAL.ID","RI","MASS","CAS","PUBCHEM","KEGG","HMDB"
"met_493","methionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",1302,"LC/MS Pos Early",415,2526,150.0583,"63-68-3","6137","C00073","HMDB00696"
"met_494","methionine sulfone","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",44878,"LC/MS Pos Early",100004635,1250,182.0482,"820-10-0","69961","",""
"met_495","methionine sulfoxide","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",18374,"LC/MS Pos Early",100000039,1272,166.0533,"3226-65-1","158980","C02989","HMDB02005"
"met_496","methyl glucopyranoside (alpha + beta)","Xenobiotics","Food Component/Plant",46144,"LC/MS Neg",100005864,1070,193.0718,"",".","",""
"met_497","methyl-4-hydroxybenzoate sulfate","Xenobiotics","Benzoate Metabolism",48429,"LC/MS Neg",100006116,2873,230.9969,"",".","",""
"met_498","methylmalonate (MMA)","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",1496,"LC/MS Polar",418,3078.4,117.0193,"516-05-2","487","C02170","HMDB00202"
"met_499","methylnaphthyl sulfate (1)*","Xenobiotics","Drug - Other",61872,"LC/MS Neg",100020005,4117,237.0227,"",".","",""
"met_500","methylnaphthyl sulfate (2)*","Xenobiotics","Chemical",61873,"LC/MS Neg",100020006,4163,237.0227,"",".","",""
"met_501","methylsuccinate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",15745,"LC/MS Polar",2051,2800,131.035,"498-21-5","10349","","HMDB01844"
"met_502","metronidazole","Xenobiotics","Drug - Antibiotic",57642,"LC/MS Neg",100015878,2339,170.0571,"73334-05-1","4173","D00409","HMDB15052"
"met_503","mevalonolactone","Lipid","Mevalonate Metabolism",48118,"LC/MS Pos Early",100000772,1375,131.0703,"674-26-0","10428","","HMDB06024"
"met_504","myo-inositol","Lipid","Inositol Metabolism",1124,"LC/MS Polar",363,3506.3,225.0616,"87-89-8","892","C00137","HMDB00211"
"met_505","myristate (14:0)","Lipid","Long Chain Fatty Acid",1365,"LC/MS Neg",519,5440,227.2017,"544-63-8","11005","C06424","HMDB00806"
"met_506","myristoleate (14:1n5)","Lipid","Long Chain Fatty Acid",32418,"LC/MS Neg",100001198,5346.9,225.186,"544-64-9","5281119","C08322","HMDB02000"
"met_507","myristoleoylcarnitine (C14:1)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",48182,"LC/MS Pos Late",100006051,1316,370.2947,"889848-55-9","90659872","",""
"met_508","myristoyl dihydrosphingomyelin (d18:0/14:0)*","Lipid","Sphingolipid Metabolism",57365,"LC/MS Pos Late",100009038,2060,677.5592,"",".","","HMDB12085"
"met_509","myristoylcarnitine (C14)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",33952,"LC/MS Pos Late",100001270,1350,372.3108,"18822-89-4","6426854","","HMDB05066"
"met_510","N1-Methyl-2-pyridone-5-carboxamide","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",40469,"LC/MS Neg",100001468,1668,151.0513,"701-44-0","69698","C05842","HMDB04193"
"met_511","N1-methylinosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",48351,"LC/MS Pos Early",100001409,1430,283.1037,"20245-33-4","65095","","HMDB02721"
"met_512","N2,N2-dimethylguanosine","Nucleotide","Purine Metabolism, Guanine containing",35137,"LC/MS Pos Early",100001412,2210,312.1303,"2140-67-2","92919","","HMDB04824"
"met_513","N2,N5-diacetylornithine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",43591,"LC/MS Pos Early",100004575,1310,217.1183,"39825-23-5","10398396","",""
"met_514","N2-acetyllysine","Amino Acid","Lysine Metabolism",36751,"LC/MS Polar",100001721,3372.6,187.1088,"1946-82-3","92907","C12989","HMDB00446"
"met_515","N4-acetylcytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",35130,"LC/MS Pos Early",100001413,1580,286.1034,"3768-18-1","107461","","HMDB05923"
"met_516","N6,N6,N6-trimethyllysine","Amino Acid","Lysine Metabolism",1498,"LC/MS Pos Early",189,2825,189.1598,"23284-33-5","440120","C03793","HMDB01325"
"met_517","N6-acetyllysine","Amino Acid","Lysine Metabolism",36752,"LC/MS Neg",100001734,1059,187.1088,"692-04-6","92832","C02727","HMDB00206"
"met_518","N6-carbamoylthreonyladenosine","Nucleotide","Purine Metabolism, Adenine containing",35157,"LC/MS Neg",100001415,2164,411.127,"24719-82-2","161466","","HMDB41623"
"met_519","N6-carboxymethyllysine","Carbohydrate","Advanced Glycation End-product",36713,"LC/MS Pos Early",100001768,2500,205.1183,"4/3/46","123800","",""
"met_520","N6-methyladenosine","Nucleotide","Purine Metabolism, Adenine containing",37114,"LC/MS Pos Early",213,2264,282.1197,"1867-73-8","1869","","HMDB04044"
"met_521","N6-succinyladenosine","Nucleotide","Purine Metabolism, Adenine containing",48130,"LC/MS Neg",100001664,940,382.1004,"4542-23-8","165243","","HMDB00912"
"met_522","N-acetyl-1-methylhistidine*","Amino Acid","Histidine Metabolism",43255,"LC/MS Pos Early",100004299,2100,212.1028,"","193270","",""
"met_523","N-acetyl-3-methylhistidine*","Amino Acid","Histidine Metabolism",43256,"LC/MS Pos Early",100002204,2056,212.103,"37841-04-6","193270","",""
"met_524","N-acetylalanine","Amino Acid","Alanine and Aspartate Metabolism",1585,"LC/MS Neg",1110,861.2,130.051,"97-69-8","88064","C02847","HMDB00766"
"met_525","N-acetylarginine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",33953,"LC/MS Pos Early",100001266,2245,217.1295,"155-84-0","67427","C02562","HMDB04620"
"met_526","N-acetylasparagine","Amino Acid","Alanine and Aspartate Metabolism",33942,"LC/MS Pos Early",100001257,785,175.0713,"4033-40-3","99715","","HMDB06028"
"met_527","N-acetylaspartate (NAA)","Amino Acid","Alanine and Aspartate Metabolism",22185,"LC/MS Polar",100000787,3143,174.0408,"997-55-7;997-55-7","65065","C01042","HMDB00812"
"met_528","N-acetyl-beta-alanine","Nucleotide","Pyrimidine Metabolism, Uracil containing",37432,"LC/MS Neg",100002102,773,130.051,"3025-95-4","76406","C01073",""
"met_529","N-acetyl-cadaverine","Amino Acid","Lysine Metabolism",43530,"LC/MS Pos Early",100002249,2385,145.1335,"32343-73-0","189087","","HMDB02284"
"met_530","N-acetylcarnosine","Amino Acid","Histidine Metabolism",43488,"LC/MS Neg",100004046,1235,267.1099,"56353-15-2","9903482","","HMDB12881"
"met_531","N-acetylcitrulline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",48434,"LC/MS Neg",100001577,940,216.099,"33965-42-3","656979","C15532","HMDB00856"
"met_532","N-acetylfelinine*","Amino Acid","Felinine Metabolism",41880,"LC/MS Neg",100004038,2177,248.0962,"",".","",""
"met_533","N-acetylglucosaminylasparagine","Carbohydrate","Aminosugar Metabolism",48149,"LC/MS Pos Early",1215,1212,336.1402,"2776-93-4","123826","C04540","HMDB00489"
"met_534","N-acetylglutamate","Amino Acid","Glutamate Metabolism",15720,"LC/MS Pos Early",100000282,1050,190.071,"8/3/17","70914","C00624","HMDB01138"
"met_535","N-acetylglutamine","Amino Acid","Glutamate Metabolism",33943,"LC/MS Pos Early",100001253,845,189.087,"2490-97-3","182230","C02716","HMDB06029"
"met_536","N-acetylglycine","Amino Acid","Glycine, Serine and Threonine Metabolism",27710,"LC/MS Pos Early",100001006,826,118.0499,"543-24-8","10972","","HMDB00532"
"met_537","N-acetylhistamine","Amino Acid","Histidine Metabolism",48679,"LC/MS Pos Early",100006123,2287,154.0975,"673-49-4","69602","C05135","HMDB13253"
"met_538","N-acetylhistidine","Amino Acid","Histidine Metabolism",33946,"LC/MS Pos Early",100001293,2065,198.0873,"39145-52-3","75619","C02997","HMDB32055"
"met_539","N-acetylisoleucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",33967,"LC/MS Neg",100001276,2325,172.0979,"3077-46-1","2802421","","HMDB61684"
"met_540","N-acetyl-isoputreanine*","Amino Acid","Polyamine Metabolism",62309,"LC/MS Pos Early",100020487,2305,203.139,"",".","",""
"met_541","N-acetylkynurenine (2)","Amino Acid","Tryptophan Metabolism",48757,"LC/MS Pos Early",100006378,2364,251.1026,"",".","",""
"met_542","N-acetylleucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",1587,"LC/MS Neg",1082,2400,172.0979,"1188-21-2","70912","C02710","HMDB11756"
"met_543","N-acetylmethionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",1589,"LC/MS Neg",1083,1787,190.0543,"65-82-7","448580","C02712","HMDB11745"
"met_544","N-acetylmethionine sulfoxide","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",45428,"LC/MS Pos Early",100005463,880,208.0638,"108646-71-5","193368","",""
"met_545","N-acetylneuraminate","Carbohydrate","Aminosugar Metabolism",32377,"LC/MS Polar",1162,3072.6,308.0987,"131-48-6","439197","C00270","HMDB00230"
"met_546","N-acetylphenylalanine","Amino Acid","Phenylalanine Metabolism",33950,"LC/MS Neg",100001256,2597,206.0823,"2018-61-3","74839","C03519","HMDB00512"
"met_547","N-acetylproline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",34387,"LC/MS Pos Early",100001334,1695,158.0812,"1074-79-9","322640","",""
"met_548","N-acetylputrescine","Amino Acid","Polyamine Metabolism",37496,"LC/MS Pos Early",192,2230,131.1179,"18233-70-0","122356","C02714","HMDB02064"
"met_549","N-acetyl-S-allyl-L-cysteine","Xenobiotics","Food Component/Plant",47136,"LC/MS Neg",100005818,2237,202.0543,"23127-41-5","152467","",""
"met_550","N-acetylserine","Amino Acid","Glycine, Serine and Threonine Metabolism",37076,"LC/MS Polar",100001851,2000,146.0459,"97-14-3","65249","","HMDB02931"
"met_551","N-acetyltaurine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",48187,"LC/MS Neg",100005466,800,166.018,"","159864","",""
"met_552","N-acetylthreonine","Amino Acid","Glycine, Serine and Threonine Metabolism",33939,"LC/MS Neg",100001274,821.6,160.0615,"17093-74-2","152204","",""
"met_553","N-acetyltryptophan","Amino Acid","Tryptophan Metabolism",33959,"LC/MS Neg",100001254,2630,245.0932,"1218-34-4","700653","C03137","HMDB13713"
"met_554","N-acetyltyrosine","Amino Acid","Tyrosine Metabolism",32390,"LC/MS Neg",100001104,1680,222.0772,"537-55-3","68310","","HMDB00866"
"met_555","N-acetylvaline","Amino Acid","Leucine, Isoleucine and Valine Metabolism",1591,"LC/MS Neg",1084,1704,158.0823,"96-81-1","66789","","HMDB11757"
"met_556","N-alpha-acetylornithine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",32984,"LC/MS Pos Early",100000285,2000,175.1077,"8/9/05","439232","C00437","HMDB03357"
"met_557","N-arachidoyl-sphingosine (d18:1/20:0)*","Lipid","Sphingolipid Metabolism",57424,"LC/MS Pos Late",100001858,3922,594.582,"104404-17-3","5283566","","HMDB04951"
"met_558","N-behenoyl-sphingadienine (d18:2/22:0)*","Lipid","Sphingolipid Metabolism",57372,"LC/MS Pos Late",100015624,3911,620.5976,"",".","",""
"met_559","N-delta-acetylornithine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",43249,"LC/MS Pos Early",100004523,1877,175.1077,"","9920500","",""
"met_560","N-formylanthranilic acid","Amino Acid","Tryptophan Metabolism",43549,"LC/MS Neg",100004561,2150,164.0353,"3342-77-6","101399","C05653","HMDB04089"
"met_561","N-formylmethionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",2829,"LC/MS Neg",194,1543.8,176.0387,"4289-98-9","439750","C03145","HMDB01015"
"met_562","N-formylphenylalanine","Amino Acid","Tyrosine Metabolism",48433,"LC/MS Neg",100006056,2360,192.0666,"13200-85-6","759256","",""
"met_563","N-glycolylneuraminate","Xenobiotics","Food Component/Plant",37123,"LC/MS Pos Early",100001491,636,326.1082,"1113-83-3","123802","C03410","HMDB00833"
"met_564","nicotinamide","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",594,"LC/MS Pos Early",432,1942,123.0553,"98-92-0","936","C00153","HMDB01406"
"met_565","nicotinamide riboside","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",33013,"LC/MS Pos Early",100001310,2040,255.0976,"1341-23-7","439924","C03150","HMDB00855"
"met_566","N-methylalanine","Amino Acid","Alanine and Aspartate Metabolism",37069,"LC/MS Pos Early",100001823,1536,104.0706,"600-21-5","5288725","C02721","HMDB01906"
"met_567","N-methylleucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",35666,"LC/MS Pos Early",100001581,2787,146.1176,"66866-69-1","2777993","",""
"met_568","N-methylphenylalanine","Amino Acid","Phenylalanine Metabolism",42999,"LC/MS Pos Early",100004042,2790,180.1019,"2566-30-5","4657542","",""
"met_569","N-methylpipecolate","Xenobiotics","Bacterial/Fungal",47101,"LC/MS Pos Early",100005383,1932,144.1019,"41447-17-0","11286529","",""
"met_570","N-methylproline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",37431,"LC/MS Pos Early",100001956,1335,130.0863,"475-11-6","557","",""
"met_571","N-oleoylserine","Lipid","Endocannabinoid",57664,"LC/MS Neg",100015641,5600,368.2806,"",".","",""
"met_572","N-oleoyltaurine","Lipid","Endocannabinoid",39732,"LC/MS Neg",100003119,5610,388.2527,"52514-04-2","6437033","",""
"met_573","nonadecanoate (19:0)","Lipid","Long Chain Fatty Acid",1356,"LC/MS Neg",892,6068,297.2799,"646-30-0","12591","C16535","HMDB00772"
"met_574","N-palmitoylglycine","Lipid","Fatty Acid Metabolism(Acyl Glycine)",42092,"LC/MS Neg",100003686,5580,312.2544,"2441-41-0","151008","","HMDB13034"
"met_575","N-palmitoyl-sphinganine (d18:0/16:0)","Lipid","Sphingolipid Metabolism",52604,"LC/MS Pos Late",100009028,3090,540.535,"5966-29-0","5283572","","HMDB11760"
"met_576","N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Ceramides",44877,"LC/MS Pos Late",1518,2893,538.5194,"24696-26-2","5283564","","HMDB04949"
"met_577","N-palmitoyltaurine","Lipid","Endocannabinoid",39835,"LC/MS Neg",100003239,5560,362.2371,"83982-06-3",".","",""
"met_578","N-stearoyl-sphingosine (d18:1/18:0)*","Lipid","Ceramides",54979,"LC/MS Pos Late",1547,3392,566.5507,"104404-17-3","5283565","","HMDB04950"
"met_579","N-stearoyltaurine","Lipid","Endocannabinoid",39730,"LC/MS Neg",100003240,5782,390.2684,"63155-80-6","168274","",""
"met_580","N-trimethyl 5-aminovalerate","Amino Acid","Lysine Metabolism",57687,"LC/MS Pos Early",100015962,2186,160.1332,"",".","",""
"met_581","o-cresol sulfate","Xenobiotics","Benzoate Metabolism",36845,"LC/MS Neg",100001806,2796,187.0071,"","11615528","",""
"met_582","octadecadienedioate (C18:2-DC)*","Lipid","Fatty Acid, Dicarboxylate",61860,"LC/MS Neg",100019982,4676,309.2071,"",".","",""
"met_583","octadecanedioate (C18-DC)","Lipid","Fatty Acid, Dicarboxylate",36754,"LC/MS Neg",100001615,5043,313.2384,"871-70-5","70095","","HMDB00782"
"met_584","octadecanedioylcarnitine (C18-DC)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",61867,"LC/MS Pos Late",100005998,1227,458.3476,"123233-50-1",".","",""
"met_585","octadecenedioate (C18:1-DC)*","Lipid","Fatty Acid, Dicarboxylate",61861,"LC/MS Neg",100019978,4875,311.2228,"",".","",""
"met_586","octanoylcarnitine (C8)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",33936,"LC/MS Pos Late",100001247,950,288.2169,"3671-77-0","123701","C02838","HMDB00791"
"met_587","oleate/vaccenate (18:1)","Lipid","Long Chain Fatty Acid",52285,"LC/MS Neg",100008930,5655,281.2486,"",".","",""
"met_588","oleoyl ethanolamide","Lipid","Endocannabinoid",38102,"LC/MS Neg",1137,6450,324.2908,"11-58-0;111-58-0","5283454","","HMDB02088"
"met_589","oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*","Lipid","Diacylglycerol",54960,"LC/MS Pos Late",100010936,2907,660.5562,"",".","","HMDB07228"
"met_590","oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*","Lipid","Diacylglycerol",54961,"LC/MS Pos Late",100010937,2990,660.5562,"",".","","HMDB07228"
"met_591","oleoylcarnitine (C18:1)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",35160,"LC/MS Pos Late",100001501,1423,426.3578,"38677-66-6","6441392","","HMDB05065"
"met_592","oleoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)",53260,"LC/MS Pos Late",100009331,1449,368.3523,"",".","",""
"met_593","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","Lipid","Diacylglycerol",46798,"LC/MS Pos Late",100002989,3115,636.5562,"106292-55-1",".","","HMDB07219"
"met_594","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","Lipid","Diacylglycerol",46799,"LC/MS Pos Late",100002990,3223,636.5562,"104346-53-4",".","","HMDB07219"
"met_595","oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*","Lipid","Diacylglycerol",54945,"LC/MS Pos Late",100010918,3571,638.5718,"",".","","HMDB07218"
"met_596","oleoyl-oleoyl-glycerol (18:1/18:1) [2]*","Lipid","Diacylglycerol",54946,"LC/MS Pos Late",100010919,3695,638.5718,"",".","","HMDB07218"
"met_597","ophthalmate","Amino Acid","Glutathione Metabolism",34592,"LC/MS Neg",100001311,919,288.1201,"495-27-2","7018721","","HMDB05765"
"met_598","ornithine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",1493,"LC/MS Pos Early",444,2800,133.0972,"3184-13-2","6262","C00077","HMDB03374"
"met_599","orotate","Nucleotide","Pyrimidine Metabolism, Orotate containing",1505,"LC/MS Polar",445,1638.1,155.0098,"50887-69-9","967","C00295","HMDB00226"
"met_600","orotidine","Nucleotide","Pyrimidine Metabolism, Orotate containing",35172,"LC/MS Polar",100001416,2250,287.0521,"314-50-1","92751","","HMDB00788"
"met_601","O-sulfo-L-tyrosine","Xenobiotics","Chemical",45413,"LC/MS Neg",100005384,990,260.0234,"","514186","",""
"met_602","oxalate (ethanedioate)","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",20694,"LC/MS Neg",100000841,603,88.988,"144-62-7","971","C00209","HMDB02329"
"met_603","palmitate (16:0)","Lipid","Long Chain Fatty Acid",1336,"LC/MS Neg",424,5618,255.233,"57-10-3","985","C00249","HMDB00220"
"met_604","palmitoleate (16:1n7)","Lipid","Long Chain Fatty Acid",33447,"LC/MS Neg",452,5475,253.2173,"373-49-9","445638","C08362","HMDB03229"
"met_605","palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*","Lipid","Diacylglycerol",57406,"LC/MS Pos Late",100015681,2528,632.5249,"",".","",""
"met_606","palmitoleoylcarnitine (C16:1)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",53223,"LC/MS Pos Late",100009406,1357,398.3265,"","71464547","",""
"met_607","palmitoloelycholine","Lipid","Fatty Acid Metabolism (Acyl Choline)",53257,"LC/MS Pos Late",100009334,1385,340.321,"",".","",""
"met_608","palmitoyl dihydrosphingomyelin (d18:0/16:0)*","Lipid","Sphingolipid Metabolism",52434,"LC/MS Pos Late",100008954,2290,705.5905,"","9939965","",""
"met_609","palmitoyl ethanolamide","Lipid","Endocannabinoid",38165,"LC/MS Neg",1489,6300,298.2752,"544-31-0","4671","C16512","HMDB02100"
"met_610","palmitoyl sphingomyelin (d18:1/16:0)","Lipid","Sphingolipid Metabolism",37506,"LC/MS Pos Late",100002107,2168,703.5749,"6254-89-3","9939941","",""
"met_611","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*","Lipid","Diacylglycerol",54957,"LC/MS Pos Late",100010924,2916,634.5405,"",".","","HMDB07112"
"met_612","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*","Lipid","Diacylglycerol",54958,"LC/MS Pos Late",100010925,3015,634.5405,"",".","","HMDB07112"
"met_613","palmitoylcarnitine (C16)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",44681,"LC/MS Pos Late",100000776,1425,400.3421,"6865-14-1","461","C02990","HMDB00222"
"met_614","palmitoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)",52944,"LC/MS Pos Late",100009233,1482,342.3367,"","151731","",""
"met_615","palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*","Lipid","Diacylglycerol",52633,"LC/MS Pos Late",100009052,3080,610.5405,"","9543695","","HMDB07103"
"met_616","palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*","Lipid","Diacylglycerol",52634,"LC/MS Pos Late",100009055,3197,610.5405,"",".","","HMDB07103"
"met_617","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","Lipid","Diacylglycerol",54942,"LC/MS Pos Late",100010917,3695,612.5562,"",".","C13861","HMDB07102"
"met_618","pantothenate","Cofactors and Vitamins","Pantothenate and CoA Metabolism",1508,"LC/MS Pos Early",1024,1667,220.118,"137-08-6","6613","C00864","HMDB00210"
"met_619","p-cresol sulfate","Xenobiotics","Benzoate Metabolism",36103,"LC/MS Neg",100001315,2890,187.0071,"3233-57-7","4615423","","HMDB11635"
"met_620","pentadecanoate (15:0)","Lipid","Long Chain Fatty Acid",1361,"LC/MS Neg",980,5521,241.2173,"1002-84-2;10002-84-2","13849","C16537","HMDB00826"
"met_621","perfluorooctanesulfonic acid (PFOS)","Xenobiotics","Chemical",57564,"LC/MS Polar",100010955,662,498.9302,"1763-23-1","74483","C18142","HMDB59586"
"met_622","phenol sulfate","Amino Acid","Tyrosine Metabolism",32553,"LC/MS Neg",100001510,2156,172.9914,"937-34-8","74426","C02180","HMDB60015"
"met_623","phenylacetylalanine","Peptide","Acetylated Peptides",57645,"LC/MS Neg",100009240,2684,206.0823,"17966-65-3","564251","",""
"met_624","phenylacetylglutamate","Peptide","Acetylated Peptides",52925,"LC/MS Neg",100009045,1630,264.0877,"","11579826","","HMDB59772"
"met_625","phenylacetylglutamine","Peptide","Acetylated Peptides",35126,"LC/MS Pos Early",100001417,2145,265.1183,"28047-15-6","92258","C04148","HMDB06344"
"met_626","phenylacetylglycine","Peptide","Acetylated Peptides",33945,"LC/MS Pos Early",100001275,2317,194.0812,"500-98-1","68144","C05598","HMDB00821"
"met_627","phenylacetylthreonine","Peptide","Acetylated Peptides",54915,"LC/MS Neg",100010899,2580,236.0928,"",".","",""
"met_628","phenylalanine","Amino Acid","Phenylalanine Metabolism",64,"LC/MS Pos Early",460,2878,166.0863,"63-91-2","6140","C00079","HMDB00159"
"met_629","phenylalanylglycine","Peptide","Dipeptide",41370,"LC/MS Pos Early",100003588,2898,223.1077,"721-90-4","98207","","HMDB28995"
"met_630","phenyllactate (PLA)","Amino Acid","Phenylalanine Metabolism",22130,"LC/MS Neg",100000774,2208,165.0557,"828-01-3","3848","C05607","HMDB00779"
"met_631","phenylpyruvate","Amino Acid","Phenylalanine Metabolism",566,"LC/MS Neg",241,2515,163.0401,"156-06-9","997","C00166","HMDB00205"
"met_632","phosphate","Energy","Oxidative Phosphorylation",42109,"LC/MS Neg",461,608,96.9696,"7664-38-2","1061","C00009","HMDB01429"
"met_633","choline phosphate","Lipid","Phospholipid Metabolism",34396,"LC/MS Pos Early",267,700,184.0733,"72556-74-2","1014","C00588","HMDB01565"
"met_634","phosphoethanolamine","Lipid","Phospholipid Metabolism",1600,"LC/MS Neg",1026,638,140.0118,"1071-23-4","1015","C00346","HMDB00224"
"met_635","picolinate","Amino Acid","Tryptophan Metabolism",1512,"LC/MS Pos Early",1022,910,124.0393,"98-98-6","1018","C10164","HMDB02243"
"met_636","pipecolate","Amino Acid","Lysine Metabolism",1444,"LC/MS Pos Early",1025,2200,130.0863,"4043-87-2","849","C00408","HMDB00070"
"met_637","proline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",1898,"LC/MS Pos Early",480,1603,116.0706,"147-85-3","145742","C00148","HMDB00162"
"met_638","prolylglycine","Peptide","Dipeptide",40703,"LC/MS Pos Early",100003674,2136,173.0921,"2578-57-6","6426709","","HMDB11178"
"met_639","pro-hydroxy-pro","Amino Acid","Urea cycle; Arginine and Proline Metabolism",35127,"LC/MS Pos Early",100001167,2128,229.1183,"18684-24-7","11673055","","HMDB06695"
"met_640","propionylcarnitine (C3)","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",32452,"LC/MS Pos Early",100001162,2590,218.1387,"17298-37-2","107738","C03017","HMDB00824"
"met_641","propionylglycine","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",31932,"LC/MS Neg",100001150,960,130.051,"21709-90-0","98681","","HMDB00783"
"met_642","pseudouridine","Nucleotide","Pyrimidine Metabolism, Uracil containing",33442,"LC/MS Pos Early",821,800,245.0768,"1445-07-4","15047","C02067","HMDB00767"
"met_643","pterin","Cofactors and Vitamins","Pterin Metabolism",43023,"LC/MS Pos Early",100004216,1805,164.0567,"22363-60-4","73000","C00715","HMDB00802"
"met_644","putrescine","Amino Acid","Polyamine Metabolism",1408,"LC/MS Pos Early",49,3027,89.1073,"110-60-1","1045","C00134","HMDB01414"
"met_645","pyridoxal","Cofactors and Vitamins","Vitamin B6 Metabolism",1651,"LC/MS Pos Early",491,2343,168.0655,"65-22-5","1050","C00250","HMDB01545"
"met_646","pyridoxamine","Cofactors and Vitamins","Vitamin B6 Metabolism",2150,"LC/MS Pos Early",568,2975,169.0972,"58052-48-5","1052","C00534","HMDB01431"
"met_647","pyridoxate","Cofactors and Vitamins","Vitamin B6 Metabolism",31555,"LC/MS Neg",100001121,2185,182.0459,"82-82-6","6723","C00847","HMDB00017"
"met_648","pyroglutamine*","Amino Acid","Glutamate Metabolism",46225,"LC/MS Pos Early",100001540,1900,129.0659,"2353-44-8","134508","",""
"met_649","pyrraline","Xenobiotics","Food Component/Plant",48428,"LC/MS Pos Early",100001767,2750,255.1339,"74509-14-1","122228","","HMDB33143"
"met_650","pyruvate","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48990,"LC/MS Polar",823,1083,87.0088,"127-17-3","1060","C00022","HMDB00243"
"met_651","quinate","Xenobiotics","Food Component/Plant",18335,"LC/MS Polar",100000442,2432.9,191.0561,"77-95-2","6508","C00296","HMDB03072"
"met_652","quinolinate","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",1899,"LC/MS Pos Early",182,845,168.0291,"89-00-9","1066","C03722","HMDB00232"
"met_653","retinal","Cofactors and Vitamins","Vitamin A Metabolism",40807,"LC/MS Pos Late",100004088,1666,285.2213,"","638015","C00376","HMDB01358"
"met_654","retinol (Vitamin A)","Cofactors and Vitamins","Vitamin A Metabolism",1806,"LC/MS Pos Late",498,1636,269.2264,"68-26-8","445354","C00473","HMDB00305"
"met_655","ribitol","Carbohydrate","Pentose Metabolism",15772,"LC/MS Polar",100000406,1789.6,151.0612,"488-81-3","6912","C00474","HMDB00508"
"met_656","ribonate","Carbohydrate","Pentose Metabolism",27731,"LC/MS Polar",100001007,2425,165.0405,"8/3/36","5460677","C01685","HMDB00867"
"met_657","ribose","Carbohydrate","Pentose Metabolism",1471,"LC/MS Polar",914,1508.2,195.051,"50-69-1","5779","C00121","HMDB00283"
"met_658","S-(3-hydroxypropyl)mercapturic acid (HPMA)","Xenobiotics","Chemical",44552,"LC/MS Neg",100004568,1576,220.0649,"23127-40-4","3371179","",""
"met_659","S-1-pyrroline-5-carboxylate","Amino Acid","Glutamate Metabolism",42370,"LC/MS Pos Early",35,1528,114.055,"2906-39-0","1196","C04322","HMDB01301"
